id	surface	gloss	level
96413	자유 요동	Chandler's wobble	
96414	자유 유영성의	freeswimming	
96415	자유 의사	free will	
96416	자유 의사의	voluntary	
96417	자유 의사의	freewill	
96418	자유 재량	discretion	
96419	자유 재량	free hand	
96420	자유 전자	free electron	
96421	자유 주화	free coinage	
96422	자유 지역	free zone	
96423	자유 지원제	voluntarism	
96424	자유 출입 허가 명단	free list	
96425	자유 토론	bull session	
96426	자유 토의	ventilation	
96427	자유 토지	free soil	
96428	자유 프랑스	Free France	
96429	자유 프랑스 인민	Free French	
96430	자유 학교	free school	
96431	자유 화폐	free money	
96432	자유 회전 장치	freewheel	
96433	자유계약 선수	free agent	
96434	자유계약으로 일하다	freelance	
96435	자유계약자	freelancer	
96436	자유구역	liberty	
96437	자유권		
96438	자유기업	free enterpeise	
96439	자유농업계약농업	contract farming	
96440	자유당	Liberal Party	
96441	자유당원	liberal	
96442	자유대기	free air	
96443	자유대기	free atmosphere	
96444	자유독립	freedom	
96445	자유로 사용할 수 있는	public domain	
96446	자유로 왕래할 수 있는	trafficable	
96447	자유로 움직이는	mobile	
96448	자유로와	quit	
96449	자유로운	free, liberalistic, unconstrained, uncontrolled, unfettered	
96450	자유로운 연상	headtrip	
96451	자유로움	unconventionality	
96452	자유로이	freely	
96453	자유롭다	To be free	B
96454	자유무역	free trade	
96455	자유민	yeomanry	
96456	자유민	freeman	
96457	자유민	yeoman	
96458	자유민 다운	freeborn	
96459	자유민으로 태어난	freeborn	
96460	자유민의 노동	free labor	
96461	자유방임		
96462	자유보유권	freehold	
96463	자유분방	negligence	
96464	자유분방하게	rampantly	
96465	자유사상	libertinism	
96466	자유사상	free thought	
96467	자유사상가	freethinker	
96468	자유사용권	freedom	
96469	자유선거		
96470	자유세계	Free World	
96471	자유스러운	unstudied	
96472	자유시	free verse, vers libre	
96473	자유시간	free time	
96474	자유시장	free market	
96475	자유업		
96476	자유연애자 집단	Agapemone	
96477	자유유영의 동물	freeswimmer	
96478	자유의사	freedom of will, self-determination	
96479	자유의사로	voluntarily	
96480	자유의지	free will	
96481	자유의지론	indeterminism	
96482	자유인		
96483	자유인의	emancipated	
96484	자유자재	within self-appointed limits, to one's heart's content	
96485	자유재	free goods	
96486	자유정신		
96487	자유제	voluntarism	
96488	자유주	Free State	
96489	자유주의	liberalism	
96490	자유주의의	liberal, liberalistic	
96491	자유주의자	liberal	
96492	자유주의적		
96493	자유주의화	liberalization	
96494	자유주의화하다	liberalize	
96495	자유지역의	freesoil	
96496	자유직종		
96497	자유토의	colloquy	
96498	자유퉁	free throw	
96499	자유파괴	liberticide	
96500	자유항	open port	
96501	자유항	free port	
96502	자유형	freestyle	
96503	자유형 레슬링	catch-as-catch-can	
96504	자유형식	free form	
96505	자유화		
96506	자유화율		
96507	자유회전통구	monitor	
96508	자유휼고		
96509	자율	self-control, autonomy; self-discipline	C
96510	자율권	autonomy	
96511	자율성		
96512	자율적	autonomic	
96513	자율화		
96514	자은	spun	
96515	자음	consonant	
96516	자음 기보법	tonic solfa	
96517	자음 중복	gemination	
96518	자음 추이	consonant shift	
96519	자음결합	cluster	
96520	자음으로 끝나는	closed	
96521	자음의	consonant	
96522	자음의	consonantal	
96523	자음자	consonant	
96524	자음적인	consonantal	
96525	자음표	syllabary	
96526	자응 합체의	gynandrous	
96527	자의		
96528	자의 명칭	zed	
96529	자의 명칭	zee	
96530	자의성		
96531	자의식		
96532	자의식 과잉의	selfaware	
96533	자의식 장애성 정신병	autopsychosis	
96534	자의식의	selfconscious	
96535	자의식이 있는	selfconfident	
96536	자의적		
96537	자이나교	Jainism	
96538	자이데코	zydeco	
96539	자이레	Zaire	
96540	자이로 자기 방식의	gyromagnetic	
96541	자이로 플레인	gyroplane	
96542	자이로다인	gyrodyne	
96543	자이로스코프의 일종	gyrostat	
96544	자이로스탯의	gyrostatic	
96545	자이로컴퍼스	gyrocompass	
96546	자이로콥터	gyrocopter	
96547	자이모산	zymosan	
96548	자이언트 팬더	giant panda	
96549	자인	confession	
96550	자인	admission	
96551	자인하는 바와 같이	confessedly	
96552	자인하다	confess	
96553	자인한	confessed	
96554	자일	climbing rope	
96555	자일로나이트	Xylonite	
96556	자임		
96557	자임의	selfconstituted	
96558	자임하는	selfstyled	
96559	자자	being scarred as punishment for a crime	
96560	자자	magneton	
96561	자자기 미맥동	micropulsation	
96562	자자손손		
96563	자자주옥		
96564	자자하다	to be famous or popularly talked about	
96565	자작	viscount	
96566	자작	nobility	
96567	자작	vicomte	
96568	자작 농장	home farm	
96569	자작 부인	viscountess	
96570	자작극	publicity stunt	
96571	자작나무	birch, paper birch, white birch	
96572	자작농	dirt farmer	
96573	자작농	yeomanry	
96574	자작농	yeoman	
96575	자작의	doityourself	
96576	자작의	selfmade	
96577	자작의 신분	viscountcy	
96578	자작지		
96579	자작지얼		
96580	자잘하다	to all be tiny	
96581	자잘한	scrub	
96582	자장	magnetic field	
96583	자장가	a cradlesong, a lullaby	
96584	자장권		
96585	자장면	Black chinese noodles	A
96586	자장자장	hushabye	
96587	자재	freedom to be oneself	
96588	자재	resources, materials	
96589	자재갈고리	a crane	
96590	자재난	difficulty procuring resources	
96591	자재륜	free-wheeling	
96592	자재부	Resources Division	
96593	자재화	freehand	
96594	자재화법으로	freehand, drawing by hand	
96595	자저 발행자	authorpublisher	
96596	자적	spontaneous, free	
96597	자전	an autobiography	
96598	자전	a hanja dictionary	
96599	자전	a rotation, revolving around	
96600	자전거	Bicycle	A
96601	자전거경기	race	
96602	자전거전용도로	a bikeway	
96603	자전거포	cyclery	
96604	자전관	a magnetron	
96605	자전기의	magnetoelectric	
96606	자전적		
96607	자전하다	to rotate	
96608	자절	autotomy	
96609	자절하다	autotomize	
96610	자정	natural cleansing	
96611	자정	Midnight	C
96612	자제	polite word for somebody`s child/son	
96613	자제	self government, abstention, restraint, self mastery	
96614	자제되다	to be restrained	
96615	자제력	self-control	
96616	자제심	continence, restraint	
96617	자제하다	to abnegate, abstain, refrain, control oneself	
96618	자조	self help	
96619	자조적		
96620	자조적인	selfmocking	
96621	자족	selfsufficiency	
96622	자족성		
96623	자족적		
96624	자존	selfconsequence, selfexistence, selfregard	
96625	자존가	egotist	
96626	자존감		
96627	자존성	aseity	
96628	자존심	Self-confidence	C
96629	자존심론		
96630	자좌	stroma	
96631	자주	self-sufficiency	
96632	자주	frequently	A
96633	자주가다	to frequent, haunt (a place)	
96634	자주개자리	alfalfa, lucern, Purple medic	
96635	자주국방		
96636	자주군자란	agapanthus	
96637	자주권	personality right	
96638	자주달기씨깨비	spiderwort	
96639	자주독립		
96640	자주력		
96641	자주묻는질문	FAQ	
96642	자주빛	purpure	
96643	자주색	amethyst	
96644	자주성		
96645	자주적		
96646	자주적인	emancipated, free	
96647	자주정신		
96648	자주화		
96649	자줏		
96650	자줏빛	purple	
96651	자줏빛 염료의 일종	archil	
96652	자줏빛을 띤	purplish	
96653	자줏빛을 띤	purply	
96654	자중	self-reverence	
96655	자중	dead load, empty weight	
96656	자중지란		
96657	자중하다	to be self-respecting	
96658	자지 않고 있다	watch	
96659	자지 않고 지키는	vigilant	
96660	자지 않는	wakeful	
96661	자지러지다	cringe, wither, shrink	
96662	자진	volunteering	
96663	자진해서	willingly	
96664	자진휴학자	stopout	
96665	자질	composition, natural endowment from birth, part	
96666	자질	genius, sb with qualifications per that industry	
96667	자책	remorse	
96668	자책	selfaccusation	
96669	자책	self reproach	
96670	자책감	excruciation	
96671	자책의	selfcondemned	
96672	자책점	earned run	
96673	자책하는	selfaccusing	
96674	자처	to think about y.s. as a certain kind of person	
96675	자천		
96676	자천타배		
96677	자철광	magnetite	
96678	자청	volunteer	
96679	자체	one's own body	B
96680	자체적	we do it ourselves	
96681	자체중량	dead load	
96682	자초		
96683	자초지종	getting the whole story	
96684	자초한	selfindulgent	
96685	자촉매 작용	autocatalysis	
96686	자축	selfcongratulation	
96687	자충수		
96688	자취	A trace,vestige	C
96689	자취방	a one-room, a studio	
96690	자취생	living alone	
96691	자취하다	to live independently, to live alone	
96692	자치	autarchy, autonomy, self government	
96693	자치구		
96694	자치권	autonomy	
96695	자치기	a type of children's game	
96696	자치도시	borough	
96697	자치론자	autonomist	
96698	자치읍면	borough	
96699	자치적		
96700	자치적인	autonomic, autonomous	
96701	자치제	autonomy	
96702	자치주의자	autonomist	
96703	자치체	municipality	
96704	자치회		
96705	자침	magnetic needle	
96706	자침 편차계	declinometer	
96707	자칫	a little annoying, to be on the verge of; at the slightest slip or provocation	
96708	자칭		
96709	자칭의	professed	
96710	자칭의	wouldbe	
96711	자칭하는	selfstyled	
96712	자칭하는	selfappointed	
96713	자칭하다	claim	
96714	자카르타	Jakarta	
96715	자켓	jacket	
96716	자켓식구명대	air jacket	
96717	자코뱅 당원	Jacobin	
96718	자코뱅주의	Jacobinism	
96719	자쿠지	Jacuzzi	
96720	자타	oneself and others	
96721	자타공인	approved (인정) by everybody	
96722	자탄		
96723	자태	shape	
96724	자택		
96725	자택 감금	house arrest	
96726	자택 근무	teleworking	
96727	자택 요양	home care	
96728	자택 주변의 순찰구역	homebeat	
96729	자택 학습	home schooling	
96730	자택 학습	home study	
96731	자퇴		
96732	자투리	remnants, snips (clothing), bits and scraps, patches	
96733	자파		
96734	자판	Keyboard	C
96735	자판기	a vending machine	B
96736	자패무리	cowrie, -ry	
96737	자폐		
96738	자폐성의	autistic	
96739	자폐아		
96740	자폐적		
96741	자폐증	autism	
96742	자폐증아		
96743	자포 자기	selfrenunciation	
96744	자포자기	desperation, self-abandonement	
96745	자포자기의	desperate, selfabandoned	
96746	자포자기하여	desperately	
96747	자폭	blowing oneself up in a suicidal act	
96748	자폭 장치	self-destruction equipment	
96749	자폭선	destruct line	
96750	자필	autography	
96751	자필 문서	autography	
96752	자필 증서	chirograph	
96753	자필로 쓰다	autograph	
96754	자필서명의	autographic	
96755	자필원고	autograph	
96756	자필의	autograph	
96757	자필의 문서	holograph	
96758	자하달상		
96759	자학	to beat oneself up about something, to torture oneself	
96760	자학	the humanities	
96761	자항용연료탄	bunker coal	
96762	자해	harming oneself, being dangerous to yourself	
96763	자행		
96764	자행자지		
96765	자현		
96766	자현자불명		
96767	자형	aujtomorphism	
96768	자형	c, C	
96769	자형	dee	
96770	자형 갈고리	clevis	
96771	자형 나사송곳	gimlet	
96772	자형 물굽이	oxbow	
96773	자형 보루	ravelin	
96774	자형 볼트	Ubolt	
96775	자형 서적 전시용 선반	booktrough	
96776	자형 스프링	C spring	
96777	자형 편대	vic	
96778	자형 홈조각 장식	strigil	
96779	자형 회전	Uturn	
96780	자형의 것	shaped like a letter (a horseshoe is shaped like a U)	
96781	자형의 뼈	wishbone	
96782	자형의 자형적인	idiomorphic	
96783	자혜	charity, benevolence	
96784	자홍색	claret, red and purple/violet mixed	
96785	자화	magnetization	
96786	자화 방지의	antimagnetic	
96787	자화 수분	selfperpetuating	
96788	자화 수정	autogamy	
96789	자화 수정의	autogamous	
96790	자화 자찬	selfapprobation	
96791	자화 자찬	selfpraise	
96792	자화 자찬하는	selfapplauding	
96793	자화라		
96794	자화상	selfportrait	
96795	자화수정	self fertilization	
96796	자화자찬	self-applause, boastful	
96797	자활	selfsupport	
96798	자활하는	selfsupporting	
96799	자활한	selfsustained	
96800	자활할 수 있는	selfsupporting	
96801	자황	gamboge	
96802	자회사	subsidiary, subsidiary company	
96803	작	invenit, an opus	
96804	작 Faust제1부의 여주인공	Gretchen	
96805	작 소년 모험 소설의 주인공	Huckleberry Finn	
96806	작가	writer,author	B
96807	작가가 많은 주택 지구	Greenwich Village	
96808	작가상		
96809	작가적		
96810	작가전		
96811	작가주의		
96812	작게	small	
96813	작게 구분되다	ramify	
96814	작게 나누다	fractionize	
96815	작게 하다	minify	
96816	작게하다	dwarf	
96817	작게하다	belittle	
96818	작고		
96819	작고 둥근 언덕	knob	
96820	작고 둥근 창	roundel	
96821	작고 빛깔이 엷은	inconspicuous	
96822	작고 빨간 과자	red-hot	
96823	작고 아름다운 것	bijou	
96824	작고하다	polite speech for to die	
96825	작고한	late	
96826	작고한	lateness	
96827	작곡	composing music, composition	
96828	작곡가	a composer of music	
96829	작곡과	music composition department (univ.)	
96830	작곡자	a composer of music	
96831	작곡하다	to compose music	
96832	작금	yesterday and today, recently	
96833	작년	Last year	A
96834	작년도		
96835	작년분		
96836	작다	Small (in stature) 적다: of small volume	A
96837	작당		
96838	작당하다	cabal	
96839	작대기	stick, rod	
96840	작도	construction	
96841	작도 장치	ploter	
96842	작도기	diagraph	
96843	작도의	constructive	
96844	작도장치	pen plotter	
96845	작동	operation, putting into operation	
